x,ring,p_ring,year,nest,nest_index,birdid,sex,num_start,num_end,start_time,end_time,dur_seconds,dur_mins,dur_hr,breed_stage,e_hatch_d,l_status,startdate_new,no_days
142,6234766,6234510,2022,G3,G3_12,G3_GaporTrip,Male,1656432900,1656456600,28/06/2022 18:15,29/06/2022 00:50,23700,395,6.583333333,incu,15/07/2022,P,28/06/2022,27
143,6234766,6234510,2022,G3,G3_16,G3_GaporTrip,Male,1656854400,1656862200,03/07/2022 15:20,03/07/2022 17:30,7800,130,2.166666667,incu,15/07/2022,P,03/07/2022,32
144,6234766,6234510,2022,G3,G3_4,G3_GaporTrip,Male,1656146100,1656205500,25/06/2022 10:35,26/06/2022 03:05,59400,990,16.5,incu,15/07/2022,P,25/06/2022,24
145,6234766,6234510,2022,G3,G3_18,G3_GaporTrip,Male,1656916500,1656929100,04/07/2022 08:35,05/07/2022 10:25,12600,1550,25.83333333,incu,15/07/2022,P,04/07/2022,33
146,6234766,6234510,2022,G3,G3_36,G3_GaporTrip,Male,1657826100,1657893000,14/07/2022 21:15,15/07/2022 15:50,66900,1115,18.58333333,incu,15/07/2022,P,14/07/2022,43
147,5,6234518,2022,llb1,llb1_6,llb1_GaporTrip,Male,1656932400,1657024800,04/07/2022 13:00,05/07/2022 14:40,92400,1540,25.66666667,incu,16/07/2022,P,04/07/2022,33
148,5,6234518,2022,llb1,llb1_10,llb1_GaporTrip,Male,1657149900,1657160700,07/07/2022 01:25,07/07/2022 04:25,10800,180,3,incu,16/07/2022,P,07/07/2022,36
149,5,6234518,2022,llb1,llb1_4,llb1_GaporTrip,Male,1656774600,1656854400,02/07/2022 17:10,03/07/2022 15:20,79800,1330,22.16666667,incu,16/07/2022,P,02/07/2022,31
150,5,6234518,2022,llb1,llb1_16,llb1_GaporTrip,Male,1657445100,1657462200,10/07/2022 11:25,10/07/2022 16:10,17100,285,4.75,incu,16/07/2022,P,10/07/2022,39
151,5,6234518,2022,llb1,llb1_14,llb1_GaporTrip,Male,1657381800,1657423500,09/07/2022 17:50,10/07/2022 05:25,41700,695,11.58333333,incu,16/07/2022,P,09/07/2022,38
152,5,6234518,2022,llb1,llb1_18,llb1_GaporTrip,Male,1657549200,1657643100,11/07/2022 16:20,12/07/2022 18:25,93900,1565,26.08333333,incu,16/07/2022,P,11/07/2022,40
153,5,6234518,2022,llb1,llb1_20,llb1_GaporTrip,Male,1657760700,1657872000,14/07/2022 03:05,15/07/2022 10:00,111300,1855,30.91666667,incu,16/07/2022,P,14/07/2022,43
154,5,6234518,2022,llb1,llb1_12,llb1_GaporTrip,Male,1657244400,1657300800,08/07/2022 03:40,08/07/2022 19:20,56400,940,15.66666667,incu,16/07/2022,P,08/07/2022,37
155,5,6234518,2022,llb1,llb1_8,llb1_GaporTrip,Male,1657089600,1657137300,06/07/2022 08:40,06/07/2022 21:55,47700,795,13.25,incu,16/07/2022,P,06/07/2022,35
156,5,6234518,2022,llb1,llb1_2,llb1_GaporTrip,Male,1656557400,1656628200,30/06/2022 04:50,01/07/2022 00:30,70800,1180,19.66666667,incu,16/07/2022,P,30/06/2022,29
157,6191642,6234547,2022,I4,I4_4,I4_bird1,Female,1656585000,1656603600,30/06/2022 12:30,30/06/2022 17:40,18600,310,5.166666667,incu,14/07/2022,L,30/06/2022,29
158,6191642,6234547,2022,I4,I4_1,I4_bird1,Female,1656290100,1656523950,27/06/2022 02:35,29/06/2022 19:32,233850,3897.5,64.95833333,incu,14/07/2022,L,27/06/2022,26
159,6207524,6234569,2021,I5,I5_1,I5_bird1,Female,1624710900,1624732800,26/06/2021 14:35,26/06/2021 20:40,21900,365,6.083333333,incu,06/07/2021,L,26/06/2021,25
160,6207524,6234569,2021,I5,I5_3,I5_bird1,Female,1624879950,1624906650,28/06/2021 13:32,28/06/2021 20:57,26700,445,7.416666667,incu,06/07/2021,L,28/06/2021,27
161,6207524,6234569,2021,I5,I5_6,I5_bird1,Female,1625333700,1625360700,03/07/2021 19:35,04/07/2021 03:05,27000,450,7.5,incu,06/07/2021,L,03/07/2021,32
162,6234739,6234580,2021,C5,C5_20,C5_bird2,Male,1625486250,1625528100,05/07/2021 13:57,06/07/2021 01:35,41850,697.5,11.625,incu,07/07/2021,L,05/07/2021,34
163,6234739,6234580,2021,C5,C5_18,C5_bird2,Male,1625439300,1625460300,05/07/2021 00:55,05/07/2021 06:45,21000,350,5.833333333,incu,07/07/2021,L,05/07/2021,34
164,6234739,6234580,2021,C5,C5_1,C5_bird2,Male,1624775100,1624788300,27/06/2021 08:25,27/06/2021 12:05,13200,220,3.666666667,incu,07/07/2021,L,27/06/2021,26
165,6234739,6234580,2021,C5,C5_5,C5_bird2,Male,1624966650,1624988700,29/06/2021 13:37,29/06/2021 19:45,22050,367.5,6.125,incu,07/07/2021,L,29/06/2021,28
166,6234739,6234580,2021,C5,C5_14,C5_bird2,Male,1625368200,1625385000,04/07/2021 05:10,04/07/2021 09:50,16800,280,4.666666667,incu,07/07/2021,L,04/07/2021,33
167,6234739,6234580,2021,C5,C5_22,C5_bird2,Male,1625563650,1625586150,06/07/2021 11:27,06/07/2021 17:42,22500,375,6.25,incu,07/07/2021,L,06/07/2021,35
168,6234739,6234580,2021,C5,C5_12,C5_bird2,Male,1625301600,1625324850,03/07/2021 10:40,03/07/2021 17:07,23250,387.5,6.458333333,incu,07/07/2021,L,03/07/2021,32
169,6234739,6234580,2021,C5,C5_7,C5_bird2,Male,1625013900,1625041800,30/06/2021 02:45,30/06/2021 10:30,27900,465,7.75,incu,07/07/2021,L,30/06/2021,29
170,6234739,6234580,2021,C5,C5_9,C5_bird2,Male,1625221650,1625259300,02/07/2021 12:27,02/07/2021 22:55,37650,627.5,10.45833333,incu,07/07/2021,L,02/07/2021,31
171,6234739,6234580,2021,C5,C5_4,C5_bird2,Male,1624835250,1624848300,28/06/2021 01:07,28/06/2021 04:45,13050,217.5,3.625,incu,07/07/2021,L,28/06/2021,27
172,6234739,6234580,2021,C5,C5_16,C5_bird2,Male,1625410500,1625421000,04/07/2021 16:55,04/07/2021 19:50,10500,175,2.916666667,incu,07/07/2021,L,04/07/2021,33
173,6207519,6234591,2022,C3,C3_1,C3_bird2,Male,1656485250,1656551250,29/06/2022 08:47,30/06/2022 03:07,66000,1100,18.33333333,incu,11/07/2022,L,29/06/2022,28
174,6207519,6234591,2022,C3,C3_2,C3_bird2,Male,1656684300,1656769350,01/07/2022 16:05,02/07/2022 15:42,85050,1417.5,23.625,incu,11/07/2022,L,01/07/2022,30
175,6207519,6234591,2022,C3,C3_4,C3_bird2,Male,1656967950,1657045650,04/07/2022 22:52,05/07/2022 20:27,77700,1295,21.58333333,incu,11/07/2022,L,04/07/2022,33
176,6207519,6234591,2022,C3,C3_10,C3_bird2,Male,1657462950,1657524300,10/07/2022 16:22,11/07/2022 09:25,61350,1022.5,17.04166667,incu,11/07/2022,L,10/07/2022,39
177,6207519,6234591,2022,C3,C3_8,C3_bird2,Male,1657289850,1657389000,08/07/2022 16:17,09/07/2022 19:55,99150,1652.5,27.54166667,incu,11/07/2022,L,08/07/2022,37
178,6207519,6234591,2022,C3,C3_6,C3_bird2,Male,1657123650,1657220850,06/07/2022 18:07,07/07/2022 21:07,97200,1620,27,incu,11/07/2022,L,06/07/2022,35
179,6234729,6234719,2021,G5,G5_9,G5_bird1,Female,1624851900,1624871100,28/06/2021 05:45,28/06/2021 11:05,19200,320,5.333333333,incu,06/07/2021,L,28/06/2021,27
180,6234729,6234719,2021,G5,G5_4,G5_bird1,Female,1624401300,1624448100,23/06/2021 00:35,23/06/2021 13:35,46800,780,13,incu,06/07/2021,L,23/06/2021,22
181,6234729,6234719,2021,G5,G5_6,G5_bird1,Female,1624604100,1624664400,25/06/2021 08:55,26/06/2021 01:40,60300,1005,16.75,incu,06/07/2021,L,25/06/2021,24
182,6255201,6234722,2022,K1,K1_2,K1_bird2,Female,1656928200,1656947550,04/07/2022 11:50,04/07/2022 17:12,19350,322.5,5.375,incu,13/07/2022,L,04/07/2022,33
183,6234719,6234729,2021,G5,G5_7,G5_bird2,Male,1624664400,1624675800,26/06/2021 01:40,26/06/2021 04:50,11400,190,3.166666667,incu,06/07/2021,L,26/06/2021,25
184,6234719,6234729,2021,G5,G5_3,G5_bird2,Male,1624376550,1624401300,22/06/2021 17:42,23/06/2021 00:35,24750,412.5,6.875,incu,06/07/2021,L,22/06/2021,21
185,6234719,6234729,2021,G5,G5_12,G5_bird2,Male,1625395200,1625408700,04/07/2021 12:40,04/07/2021 16:25,13500,225,3.75,incu,06/07/2021,L,04/07/2021,33
186,6234719,6234729,2021,G5,G5_1,G5_bird2,Male,1624365750,1624373550,22/06/2021 14:42,22/06/2021 16:52,7800,130,2.166666667,incu,06/07/2021,L,22/06/2021,21
187,6234719,6234729,2021,G5,G5_8,G5_bird2,Male,1624714050,1624723800,26/06/2021 15:27,26/06/2021 18:10,9750,162.5,2.708333333,incu,06/07/2021,L,26/06/2021,25
188,6234719,6234729,2021,G5,G5_5,G5_bird2,Male,1624448100,1624604100,23/06/2021 13:35,25/06/2021 08:55,156000,2600,43.33333333,incu,06/07/2021,L,23/06/2021,22
189,6234719,6234729,2021,G5,G5_11,G5_bird2,Male,1625280150,1625295300,03/07/2021 04:42,03/07/2021 08:55,15150,252.5,4.208333333,incu,06/07/2021,L,03/07/2021,32
190,6234719,6234729,2021,G5,G5_10,G5_bird2,Male,1625159250,1625183400,01/07/2021 19:07,02/07/2021 01:50,24150,402.5,6.708333333,incu,06/07/2021,L,01/07/2021,30
191,6234580,6234739,2021,C5,C5_19,C5_bird1,Female,1625460300,1625486250,05/07/2021 06:45,05/07/2021 13:57,25950,432.5,7.208333333,incu,07/07/2021,L,05/07/2021,34
192,6234580,6234739,2021,C5,C5_3,C5_bird1,Female,1624824600,1624835250,27/06/2021 22:10,28/06/2021 01:07,10650,177.5,2.958333333,incu,07/07/2021,L,27/06/2021,26
193,6234580,6234739,2021,C5,C5_23,C5_bird1,Female,1625586150,1625633250,06/07/2021 17:42,07/07/2021 06:47,47100,785,13.08333333,incu,07/07/2021,L,06/07/2021,35
194,6234580,6234739,2021,C5,C5_17,C5_bird1,Female,1625421000,1625439300,04/07/2021 19:50,05/07/2021 00:55,18300,305,5.083333333,incu,07/07/2021,L,04/07/2021,33
195,6234580,6234739,2021,C5,C5_6,C5_bird1,Female,1624988700,1625009400,29/06/2021 19:45,30/06/2021 01:30,20700,345,5.75,incu,07/07/2021,L,29/06/2021,28
196,6234580,6234739,2021,C5,C5_10,C5_bird1,Female,1625259300,1625290200,02/07/2021 22:55,03/07/2021 07:30,30900,515,8.583333333,incu,07/07/2021,L,02/07/2021,31
197,6234580,6234739,2021,C5,C5_2,C5_bird1,Female,1624788300,1624799250,27/06/2021 12:05,27/06/2021 15:07,10950,182.5,3.041666667,incu,07/07/2021,L,27/06/2021,26
198,6234580,6234739,2021,C5,C5_21,C5_bird1,Female,1625528100,1625563650,06/07/2021 01:35,06/07/2021 11:27,35550,592.5,9.875,incu,07/07/2021,L,06/07/2021,35
199,6234580,6234739,2021,C5,C5_13,C5_bird1,Female,1625324850,1625368200,03/07/2021 17:07,04/07/2021 05:10,43350,722.5,12.04166667,incu,07/07/2021,L,03/07/2021,32
200,6234580,6234739,2021,C5,C5_15,C5_bird1,Female,1625385000,1625410500,04/07/2021 09:50,04/07/2021 16:55,25500,425,7.083333333,incu,07/07/2021,L,04/07/2021,33
201,6234580,6234739,2021,C5,C5_8,C5_bird1,Female,1625188200,1625221650,02/07/2021 03:10,02/07/2021 12:27,33450,557.5,9.291666667,incu,07/07/2021,L,02/07/2021,31
202,6234453,6234762,2022,H2,H2_6,H2_GaporTrip,Male,1656568800,1656679500,30/06/2022 08:00,01/07/2022 14:45,110700,1845,30.75,incu,12/07/2022,P,30/06/2022,29
203,6234453,6234762,2022,H2,H2_20,H2_GaporTrip,Male,1657535400,1657605600,11/07/2022 12:30,12/07/2022 08:00,70200,1170,19.5,incu,12/07/2022,P,11/07/2022,40
204,6234453,6234762,2022,H2,H2_14,H2_GaporTrip,Male,1657158900,1657179900,07/07/2022 03:55,07/07/2022 09:45,21000,350,5.833333333,incu,12/07/2022,P,07/07/2022,36
205,6234453,6234762,2022,H2,H2_18,H2_GaporTrip,Male,1657391700,1657514100,09/07/2022 20:35,11/07/2022 06:35,122400,2040,34,incu,12/07/2022,P,09/07/2022,38
206,6234453,6234762,2022,H2,H2_12,H2_GaporTrip,Male,1657050900,1657126500,05/07/2022 21:55,06/07/2022 18:55,75600,1260,21,incu,12/07/2022,P,05/07/2022,34
207,6234453,6234762,2022,H2,H2_8,H2_GaporTrip,Male,1656828300,1656836700,03/07/2022 08:05,03/07/2022 10:25,8400,140,2.333333333,incu,12/07/2022,P,03/07/2022,32
208,6234453,6234762,2022,H2,H2_10,H2_GaporTrip,Male,1656895200,1657016400,04/07/2022 02:40,05/07/2022 12:20,121200,2020,33.66666667,incu,12/07/2022,P,04/07/2022,33
209,6234453,6234762,2022,H2,H2_4,H2_GaporTrip,Male,1656512100,1656520800,29/06/2022 16:15,29/06/2022 18:40,8700,145,2.416666667,incu,12/07/2022,P,29/06/2022,28
210,6234453,6234762,2022,H2,H2_16,H2_GaporTrip,Male,1657313700,1657323000,08/07/2022 22:55,09/07/2022 01:30,9300,155,2.583333333,incu,12/07/2022,P,08/07/2022,37
211,6234453,6234762,2022,H2,H2_2,H2_GaporTrip,Male,1656182700,1656351600,25/06/2022 20:45,27/06/2022 19:40,168900,2815,46.91666667,incu,12/07/2022,P,25/06/2022,24
212,6234510,6234766,2022,G3,G3_17,G3_bird1,Female,1656862200,1656916500,03/07/2022 17:30,04/07/2022 08:35,54300,905,15.08333333,incu,15/07/2022,L,03/07/2022,32
213,6234510,6234766,2022,G3,G3_35,G3_bird1,Female,1657802400,1657826100,14/07/2022 14:40,14/07/2022 21:15,23700,395,6.583333333,incu,15/07/2022,L,14/07/2022,43
214,6234510,6234766,2022,G3,G3_21,G3_bird1,Female,1657009500,1657089900,05/07/2022 10:25,06/07/2022 08:45,80400,1340,22.33333333,incu,15/07/2022,L,05/07/2022,34
215,6234510,6234766,2022,G3,G3_15,G3_bird1,Female,1656816600,1656854400,03/07/2022 04:50,03/07/2022 15:20,37800,630,10.5,incu,15/07/2022,L,03/07/2022,32
216,6234510,6234766,2022,G3,G3_13,G3_bird1,Female,1656456600,1656595500,29/06/2022 00:50,30/06/2022 15:25,138900,2315,38.58333333,incu,15/07/2022,L,29/06/2022,28
217,6234510,6234766,2022,G3,G3_33,G3_bird1,Female,1657652400,1657736400,12/07/2022 21:00,13/07/2022 20:20,84000,1400,23.33333333,incu,15/07/2022,L,12/07/2022,41
218,6234510,6234766,2022,G3,G3_5,G3_bird1,Female,1656205500,1656260400,26/06/2022 03:05,26/06/2022 18:20,54900,915,15.25,incu,15/07/2022,L,26/06/2022,25
219,6234510,6234766,2022,G3,G3_31,G3_bird1,Female,1657589100,1657638900,12/07/2022 03:25,12/07/2022 17:15,49800,830,13.83333333,incu,15/07/2022,L,12/07/2022,41
220,6234510,6234766,2022,G3,G3_3,G3_bird1,Female,1656082200,1656146100,24/06/2022 16:50,25/06/2022 10:35,63900,1065,17.75,incu,15/07/2022,L,24/06/2022,23
221,6234510,6234766,2022,G3,G3_23,G3_bird1,Female,1657185600,1657261200,07/07/2022 11:20,08/07/2022 08:20,75600,1260,21,incu,15/07/2022,L,07/07/2022,36
222,6234510,6234766,2022,G3,G3_11,G3_bird1,Female,1656423600,1656432900,28/06/2022 15:40,28/06/2022 18:15,9300,155,2.583333333,incu,15/07/2022,L,28/06/2022,27
223,6234510,6234766,2022,G3,G3_9,G3_bird1,Female,1656403200,1656415800,28/06/2022 10:00,28/06/2022 13:30,12600,210,3.5,incu,15/07/2022,L,28/06/2022,27
224,6234510,6234766,2022,G3,G3_27,G3_bird1,Female,1657363500,1657421400,09/07/2022 12:45,10/07/2022 04:50,57900,965,16.08333333,incu,15/07/2022,L,09/07/2022,38
225,6234505,6234775,2021,D5,D5_4,D5_bird1,Male,1624473000,1624481700,23/06/2021 20:30,23/06/2021 22:55,8700,145,2.416666667,incu,06/07/2021,L,23/06/2021,22
226,6234509,6234777,2021,D2,D2_1,D2_bird2,Female,1624649550,1624716750,25/06/2021 21:32,26/06/2021 16:12,67200,1120,18.66666667,incu,03/07/2021,L,25/06/2021,24
227,6234509,6234777,2021,D2,D2_5,D2_bird2,Female,1624750350,1624831950,27/06/2021 01:32,28/06/2021 00:12,81600,1360,22.66666667,incu,03/07/2021,L,27/06/2021,26
228,6234509,6234777,2021,D2,D2_9,D2_bird2,Female,1625103600,1625158200,01/07/2021 03:40,01/07/2021 18:50,54600,910,15.16666667,incu,03/07/2021,L,01/07/2021,30
229,6234509,6234777,2021,D2,D2_7,D2_bird2,Female,1624979850,1625043150,29/06/2021 17:17,30/06/2021 10:52,63300,1055,17.58333333,incu,03/07/2021,L,29/06/2021,28
230,6234473,6234793,2022,l4,l4_16,l4_GaporTrip,Male,1657534200,1657545900,11/07/2022 12:10,11/07/2022 15:25,11700,195,3.25,incu,14/07/2022,P,11/07/2022,40
231,6234473,6234793,2022,l4,l4_18,l4_GaporTrip,Male,1657584300,1657596600,12/07/2022 02:05,14/07/2022 04:20,12300,3015,50.25,incu,14/07/2022,P,12/07/2022,41
232,6234473,6234793,2022,l4,l4_2,l4_GaporTrip,Male,1656264600,1656466200,26/06/2022 19:30,29/06/2022 03:30,201600,3360,56,incu,14/07/2022,P,26/06/2022,25
233,6234473,6234793,2022,l4,l4_10,l4_GaporTrip,Male,1657006200,1657014900,05/07/2022 09:30,05/07/2022 11:55,8700,145,2.416666667,incu,14/07/2022,P,05/07/2022,34
234,6234473,6234793,2022,l4,l4_8,l4_GaporTrip,Male,1656694800,1656848100,01/07/2022 19:00,03/07/2022 13:35,153300,2555,42.58333333,incu,14/07/2022,P,01/07/2022,30
235,6234473,6234793,2022,l4,l4_14,l4_GaporTrip,Male,1657379700,1657452900,09/07/2022 17:15,10/07/2022 13:35,73200,1220,20.33333333,incu,14/07/2022,P,09/07/2022,38
236,6234473,6234793,2022,l4,l4_12,l4_GaporTrip,Male,1657099200,1657223100,06/07/2022 11:20,07/07/2022 21:45,123900,2065,34.41666667,incu,14/07/2022,P,06/07/2022,35
237,6234473,6234793,2022,l4,l4_4,l4_GaporTrip,Male,1656630600,1656639600,01/07/2022 01:10,01/07/2022 03:40,9000,150,2.5,incu,14/07/2022,P,01/07/2022,30
238,6234473,6234793,2022,l4,l4_6,l4_GaporTrip,Male,1656667500,1656681600,01/07/2022 11:25,01/07/2022 15:20,14100,235,3.916666667,incu,14/07/2022,P,01/07/2022,30
239,6234722,6255201,2022,K1,K1_5,K1_bird1,Male,1657607550,1657747800,12/07/2022 08:32,13/07/2022 23:30,140250,2337.5,38.95833333,incu,13/07/2022,L,12/07/2022,41
240,6234722,6255201,2022,K1,K1_1,K1_bird1,Male,1656831750,1656928200,03/07/2022 09:02,04/07/2022 11:50,96450,1607.5,26.79166667,incu,13/07/2022,L,03/07/2022,32
241,6234722,6255201,2022,K1,K1_3,K1_bird1,Male,1656947550,1657015500,04/07/2022 17:12,05/07/2022 12:05,67950,1132.5,18.875,incu,13/07/2022,L,04/07/2022,33
242,6234722,6255201,2022,K1,K1_4,K1_bird1,Male,1657270050,1657345350,08/07/2022 10:47,09/07/2022 07:42,75300,1255,20.91666667,incu,13/07/2022,L,08/07/2022,37
243,4,6255202,2022,K5,K5_18,K5_GaporTrip,Female,1656962100,1656979200,04/07/2022 21:15,05/07/2022 02:00,17100,285,4.75,incu,14/07/2022,P,04/07/2022,33
244,4,6255202,2022,K5,K5_20,K5_GaporTrip,Female,1656998100,1657010100,05/07/2022 07:15,05/07/2022 10:35,12000,200,3.333333333,incu,14/07/2022,P,05/07/2022,34
245,4,6255202,2022,K5,K5_28,K5_GaporTrip,Female,1657324800,1657361100,09/07/2022 02:00,09/07/2022 12:05,36300,605,10.08333333,incu,14/07/2022,P,09/07/2022,38
246,4,6255202,2022,K5,K5_30,K5_GaporTrip,Female,1657402200,1657469100,09/07/2022 23:30,10/07/2022 18:05,66900,1115,18.58333333,incu,14/07/2022,P,09/07/2022,38
247,4,6255202,2022,K5,K5_6,K5_GaporTrip,Female,1656236100,1656279600,26/06/2022 11:35,26/06/2022 23:40,43500,725,12.08333333,incu,14/07/2022,P,26/06/2022,25
248,4,6255202,2022,K5,K5_24,K5_GaporTrip,Female,1657131000,1657173600,06/07/2022 20:10,08/07/2022 09:55,42600,2265,37.75,incu,14/07/2022,P,06/07/2022,35
249,4,6255202,2022,K5,K5_8,K5_GaporTrip,Female,1656403200,1656463800,28/06/2022 10:00,29/06/2022 02:50,60600,1010,16.83333333,incu,14/07/2022,P,28/06/2022,27
250,4,6255202,2022,K5,K5_38,K5_GaporTrip,Female,1657631400,1657696800,12/07/2022 15:10,13/07/2022 09:20,65400,1090,18.16666667,incu,14/07/2022,P,12/07/2022,41
251,4,6255202,2022,K5,K5_40,K5_GaporTrip,Female,1657713600,1657736700,13/07/2022 14:00,13/07/2022 20:25,23100,385,6.416666667,incu,14/07/2022,P,13/07/2022,42
252,4,6255202,2022,K5,K5_4,K5_GaporTrip,Female,1656147000,1656218400,25/06/2022 10:50,26/06/2022 06:40,71400,1190,19.83333333,incu,14/07/2022,P,25/06/2022,24
253,4,6255202,2022,K5,K5_10,K5_GaporTrip,Female,1656482700,1656516900,29/06/2022 08:05,29/06/2022 17:35,34200,570,9.5,incu,14/07/2022,P,29/06/2022,28
254,4,6255202,2022,K5,K5_22,K5_GaporTrip,Female,1657043100,1657084200,05/07/2022 19:45,06/07/2022 07:10,41100,685,11.41666667,incu,14/07/2022,P,05/07/2022,34
255,6,6255204,2022,I3,I3_8,I3_GaporTrip,Female,1656561000,1656573600,30/06/2022 05:50,30/06/2022 09:20,12600,210,3.5,incu,14/07/2022,P,30/06/2022,29
256,6,6255204,2022,I3,I3_10,I3_GaporTrip,Female,1656718800,1656777000,02/07/2022 01:40,04/07/2022 22:35,58200,4135,68.91666667,incu,14/07/2022,P,02/07/2022,31
257,6,6255204,2022,I3,I3_14,I3_GaporTrip,Female,1656983400,1656999300,05/07/2022 03:10,05/07/2022 07:35,15900,265,4.416666667,incu,14/07/2022,P,05/07/2022,34
258,6207505,2,2022,F5,F5_32,F5_bird1,Male,1658221800,1658251500,19/07/2022 09:15,19/07/2022 19:25,29700,495,8.25,brood,12/07/2022,L,19/07/2022,48
259,6207505,2,2022,F5,F5_8,F5_bird1,Male,1657736100,1657750500,13/07/2022 20:15,14/07/2022 00:15,14400,240,4,brood,12/07/2022,L,13/07/2022,42
260,6207505,2,2022,F5,F5_38,F5_bird1,Male,1658420100,1658453400,21/07/2022 18:15,22/07/2022 03:30,33300,555,9.25,brood,12/07/2022,L,21/07/2022,50
261,6207505,2,2022,F5,F5_36,F5_bird1,Male,1658316600,1658327700,20/07/2022 13:30,20/07/2022 16:35,11100,185,3.083333333,brood,12/07/2022,L,20/07/2022,49
262,6207505,2,2022,F5,F5_24,F5_bird1,Male,1657987800,1658033700,16/07/2022 18:10,17/07/2022 06:55,45900,765,12.75,brood,12/07/2022,L,16/07/2022,45
263,6207505,2,2022,F5,F5_40,F5_bird1,Male,1658465100,1658512200,22/07/2022 06:45,22/07/2022 19:50,47100,785,13.08333333,brood,12/07/2022,L,22/07/2022,51
264,6207505,2,2022,F5,F5_26,F5_bird1,Male,1658047200,1658058300,17/07/2022 10:40,17/07/2022 13:45,11100,185,3.083333333,brood,12/07/2022,L,17/07/2022,46
265,6207505,2,2022,F5,F5_22,F5_bird1,Male,1657917900,1657923900,15/07/2022 22:45,16/07/2022 00:25,6000,100,1.666666667,brood,12/07/2022,L,15/07/2022,44
266,6207505,2,2022,F5,F5_46,F5_bird1,Male,1658706000,1658738700,25/07/2022 01:40,25/07/2022 10:45,32700,545,9.083333333,brood,12/07/2022,L,25/07/2022,54
267,6207505,2,2022,F5,F5_34,F5_bird1,Male,1658298300,1658308200,20/07/2022 08:25,20/07/2022 11:10,9900,165,2.75,brood,12/07/2022,L,20/07/2022,49
268,6207505,2,2022,F5,F5_48,F5_bird1,Male,1658815200,1658820000,26/07/2022 05:55,26/07/2022 09:20,4800,80,1.333333333,brood,12/07/2022,L,26/07/2022,55
269,6207505,2,2022,F5,F5_2,F5_bird1,Male,1657660800,1657671300,12/07/2022 23:20,13/07/2022 02:15,10500,175,2.916666667,brood,12/07/2022,L,12/07/2022,41
270,6207505,2,2022,F5,F5_10,F5_bird1,Male,1657772100,1657786500,14/07/2022 06:15,14/07/2022 10:15,14400,240,4,brood,12/07/2022,L,14/07/2022,43
271,6207505,2,2022,F5,F5_18,F5_bird1,Male,1657881300,1657893900,15/07/2022 12:35,15/07/2022 16:05,12600,210,3.5,brood,12/07/2022,L,15/07/2022,44
272,6207505,2,2022,F5,F5_14,F5_bird1,Male,1657828500,1657836600,14/07/2022 21:55,15/07/2022 00:10,8100,135,2.25,brood,12/07/2022,L,14/07/2022,43
273,6207505,2,2022,F5,F5_6,F5_bird1,Male,1657705800,1657719300,13/07/2022 11:50,13/07/2022 15:35,13500,225,3.75,brood,12/07/2022,L,13/07/2022,42
274,6207505,2,2022,F5,F5_30,F5_bird1,Male,1658144700,1658164500,18/07/2022 13:15,18/07/2022 19:15,19800,330,5.5,brood,12/07/2022,L,18/07/2022,47
275,6207505,2,2022,F5,F5_17,F5_GaporTrip,Male,1657866000,1657881300,15/07/2022 08:20,15/07/2022 12:35,15300,255,4.25,brood,12/07/2022,P,15/07/2022,44
276,6207505,2,2022,F5,F5_12,F5_bird1,Male,1657793100,1657812600,14/07/2022 12:05,14/07/2022 17:30,19500,325,5.416666667,brood,12/07/2022,L,14/07/2022,43
277,6207505,2,2022,F5,F5_42,F5_bird1,Male,1658561400,1658574300,23/07/2022 09:30,23/07/2022 13:05,12900,215,3.583333333,brood,12/07/2022,L,23/07/2022,52
278,6207505,2,2022,F5,F5_4,F5_bird1,Male,1657679700,1657693800,13/07/2022 04:35,13/07/2022 08:30,14100,235,3.916666667,brood,12/07/2022,L,13/07/2022,42
279,6234466,3,2022,K3,K3_37,K3_bird1,Female,1658649900,1658685000,24/07/2022 04:45,24/07/2022 19:50,35100,585,9.75,brood,17/07/2022,L,24/07/2022,53
280,6234466,3,2022,K3,K3_9,K3_bird1,Female,1658142000,1658151600,18/07/2022 13:00,18/07/2022 15:40,9600,160,2.666666667,brood,17/07/2022,L,18/07/2022,47
281,6234466,3,2022,K3,K3_25,K3_bird1,Female,1658408100,1658423400,21/07/2022 12:00,21/07/2022 19:10,15300,255,4.25,brood,17/07/2022,L,21/07/2022,50
282,6234466,3,2022,K3,K3_11,K3_bird1,Female,1658159400,1658168100,18/07/2022 17:50,18/07/2022 20:15,8700,145,2.416666667,brood,17/07/2022,L,18/07/2022,47
283,6234466,3,2022,K3,K3_35,K3_bird1,Female,1658598000,1658611500,23/07/2022 19:40,23/07/2022 23:25,13500,225,3.75,brood,17/07/2022,L,23/07/2022,52
284,6234466,3,2022,K3,K3_17,K3_bird1,Female,1658209800,1658219700,19/07/2022 07:50,19/07/2022 10:35,9900,165,2.75,brood,17/07/2022,L,19/07/2022,48
285,6234466,3,2022,K3,K3_23,K3_bird1,Female,1658305500,1658315700,20/07/2022 10:25,20/07/2022 13:15,10200,170,2.833333333,brood,17/07/2022,L,20/07/2022,49
286,6234466,3,2022,K3,K3_19,K3_bird1,Female,1658273700,1658280300,20/07/2022 01:35,20/07/2022 03:25,6600,110,1.833333333,brood,17/07/2022,L,20/07/2022,49
287,6234466,3,2022,K3,K3_27,K3_bird1,Female,1658427600,1658474700,21/07/2022 20:20,22/07/2022 09:25,47100,785,13.08333333,brood,17/07/2022,L,21/07/2022,50
